event,date,round,black,white,result,moves
EGPBarcelona,2008.07.06,SF2,BandresJorge,KashiwabaraTakuji,15-49,F5D6C5F4E3C6D3F6E6D7E7C7C4F8B6B5G3A6G5F7B4A3E8D8B7B3A5A4B8C3C8D2D1G4G6C2C1E2F1H4H3H5F2F3H6E1G7H8B2H7G2H1G8A7H2A8G1A1
EGPBarcelona,2008.07.06,SF,KashiwabaraTakuji,BandresJorge,58-6,D3C3C4C5D6F4F5E3G4E6F6D7C7F7C8G5F3G6E2D8H5B6H6H4H3E7F8B8E8G8G3E1C6B5A6A5A4B4A3B3A7G7F2F1G2D2A2B2H8H7B7H2A8A1B1C2C1D1
Kristianstadopen,2008.07.05,1,ManssonSandra,Ingelman-SundbergSimon,0-0,D3C5F6F5C6E3F4D6F3E2E6D7C7E7D2F2C3C1C4C2E1D1B1B6F1B3A4D8B4B5F7G6G5F8A5A6A7A2E8B2H6G7B8H7G4H5H8G8
Kristianstadopen,2008.07.05,1,AspenrydHenry,StenbergVeronica,34-30,D3C5D6E3F4C6F5C3C4B5B4B6E6F3A5G4D7A6A7A4A3B3H4F7E7G6F6D8C8G3E8F8G8H5E2G5H6B7F2H2A8C7H3B8H1H8D2G2G1C2A2C1D1E1F1B1A1B2
Kristianstadopen,2008.07.05,2,RagnarssonRobin,AspenrydHenry,18-46,E6F4E3D6C5F3C4B5B6C3C6B4D3D2A5F7F5G4C2E7C7D7F6C8A3G5E1A6B3D1C1A4E8A2D8F8G6H5E2F2F1G3H3H4B7H2H7H6H1B2G7H8A7A8A1B8G1G2
Kristianstadopen,2008.07.05,3,AspenrydHenry,Ingelman-SundbergSimon,31-33,D3C5F6F5E6E3F4F3E2D2G4G5H4H6G6H5H7D7D6E1G3F2F1F7E7E8C8C6G8G1B5F8D8H2C4C7C1D1C2B4A3B6H1H3C3A5A4B7G2A2A8B8A6H8A1A7G7B2
Kristianstadopen,2008.07.05,4,OdsellCaroline,AspenrydHenry,16-48,F5D6C5F4E3C6D3E2F3C3C4B5B4F2D2G6A6A3A5B3E1G4F1C1B6G3D1G1C2B1C7C8F6F7E6D7E7A4H4H3H2G5A2F8H7H5H6G7E8B7D8B2G2H1A7A8B8A1
Kristianstadopen,2008.07.05,5,ManssonSandra,AspenrydHenry,12-52,D3C5D6E3F5F4E2D2F3E6C4F2C1G5E7C3F6G4E1F1C2D1G3G6B5H4B4A4A3A6B3B1B6A2H5A5H6H7H2C7B8E8D8F7D7C8F8G7B7C6A7A8H8H3G2G1B2G8
EGPGdansk,2008.06.08,F1,PeczkowskiPawel,KazimierczukMariusz,27-37,D3C5E6F5F6E3D6F7G6E7C6G5F4D7C4F3D8C8F8C7E8G8E2H6G3F2G4H3H5H4F1B6A7A5G7B5B4A3A4B3C2B2B7H7C3B1A6A8B8H8D2C1D1E1A1A2G1G2
EGPGdansk,2008.06.08,F2,KazimierczukMariusz,PeczkowskiPawel,29-35,E6F4E3D6C5F3C4F6F5G4C7D3D2C2E7C3E2E1D1C1F2F1H4H3H2E8G3G5F7F8G2D7C6B8B3A4G7G6H7B6A3B5A6B4A5B7A8A7C8D8B2H1G1H5G8B1A1A2
EGPGdansk,2008.06.08,F3,PeczkowskiPawel,KazimierczukMariusz,24-40,D3C5F6F5E6E3C3F3C4B4B3D6C7E7D7C6F4D8A4G4G5G3H4H3G6F7E2H5H6H7F2D2E8F8C8B8B6E1F1A6C2D1B5B7G7G1H2H1G2A5A3C1A8A7B1A1G8A2
EGPGdansk,2008.06.08,3/4-1,CupialMilosz,LillaKamil,46-17,C4E3F6B4F3F4E2F2C3C2B3A3G3G5D3H3D2D1C1C5E1E7G4E6F1G2F5H4D6G6C6C7A5B6H1B2H6H5D7A4B5A6F8C8D8H7H2G1H8E8B8B7A8A7A2A1B1F7
EGPGdansk,2008.06.08,3/4-2,LillaKamil,CupialMilosz,33-31,D3C5E6F5C4E3F4F3C6C3D2B4B3D6D7C2F6A3B6B5C1E7E2F1A5A4A2A7G6G4D8F8E8C8G3C7H4F7G5H6B7D1B1F2A6A8H7H5G7H8B2H3G8A1B8H2H1G1
EGPGdansk,2008.06.08,3/4-3,LillaKamil,CupialMilosz,20-44,D3C5F6F5E6E3C3D2C4B5B4D6F3F4E2D7F7C2C7C6E7F1G3G4B3A5A6B6A3A4G6F2H3C8B2G5C1A1A2B1H4D8D1E1B7H5G2H6H7E8A7H1F8A8B8G1G7H2
EGPGdansk,2008.06.07,1,SzalankiewiczMarek,SzyszkoKrzysztof,39-25,E6F6F5F4E3D6C4F3G3D3C3E2G4C5D2B4B5B6A4A3A2B3C2H5F1F2H4G5A5H3A6E1D1B1C1G1H6H7G6F7B7B2C7C6A1A8H1A7B8D7C8E7H2G2G7D8H8G8
EGPGdansk,2008.06.07,1,AndrianiBintsa,PeczkowskiPawel,28-36,F5D6C5F4E3C6D3F6E6D7E7C7C4F3D8C8G4G3F7F8B8H5H4H3G5B3C3B5B4A4B6A7F2E1F1G1D2E2C2H6A3A2A6A5B2G6D1A1H1E8G8G7H2G2H8H7B1C1
EGPGdansk,2008.06.07,3,KazimierczukMariusz,CupialMilosz,29-35,C4E3F4C5D6F3E6C3D3E2B6F5G5G6B4F6G4D7C8B3C6F7E7A5D2H4B5F2E1C1D1F1A4A3C2B1H3H6H5G3H7A6H2A7G2E8F8D8G7H1G1H8A1G8A2B2A8B8
EGPStockholm,2008.05.25,F1,NowakDominik,LeaderImre,27-37,C4E3F5E6F6C5F4G5G6F7E2F2D6F3G3H3H5D2B5C6E8B3D3E7C1C7D8H6E1D1C2H4F1B6A4G4C3A5A6B4A3F8G8B2H2H1A1B1A2G2D7B7H7G1A8A7C8H8
EGPStockholm,2008.05.25,F2,LeaderImre,NowakDominik,47-17,C4C3D3E3D2B4B3D1F5A3F4B5F2F3E2G5G4E1C1B1C2D6C6D7C5E6E7C7F6B6G6H5C8F1H6E8D8F8G8H4G3H2H3H7G2B8A8B7F7H1G1B2A7G7A1A6A5A4
EGPStockholm,2008.05.25,3/4-1,KashiwabaraTakuji,LazardEmmanuel,20-44,E6F4C3C4D3D6E3C2B3F5F3D2E2B4C5F1A3C6C7G4B5D7H4F6G3B6E8A6A5D8A4A2D1F8G5G6F7H5E7A7B2E1C1F2G2G8H6A1B1H1G1H2H3H7G7H8B7A8
EGPStockholm,2008.05.25,3/4-2,LazardEmmanuel,KashiwabaraTakuji,33-31,E6F4D3C4C3D6E3C2B3D2F3B4F5E2E1F1C1F2D1B1C5B6C6D7C7B5A4F7F6E7C8A5F8A3E8G3G5G4H4H6G6D8A6A7B7A8B8H7G7H8G8H5H3H2G1H1G2A2
EGPStockholm,2008.05.25,1,AnderssonGoran,NicoletStephane,51-13,E6F6F5F4E3C5C6D6E7D7C3B5G3E2F7C4C8E8D3F3B4A3F1D1D2F2E1G4C1G5A5A4A2B3H4G6A6B6H5H6A7H2C7H3D8B7F8G2B8G7G8C2H1G1A8B1A1H7
EGPStockholm,2008.05.24,1,AspenrydHenry,CupialMilosz,25-39,D3C5F6F5E6E3C3D2C6F4C4B3G5D6F3G4E2G3D1B4C7C2H3H4F2H2A5F1C1A4E1B1B6A6B5H5A3A2G6C8H6H7G2A7B7D7D8F7F8A8B8E7E8G7H8G8H1B2
EGPStockholm,2008.05.24,1,LazardEmmanuel,OdsellCaroline,35-29,F5D6C3D3C4F4C5B4B3E6C6B5E3F2F3C2A4E2D2A6E1F1D1A2D7C1F6C7B8D8B7B6C8E8E7G3G4A5A3B2H3A8A7F8F7G8G7G5G6H8A1H7H6H5H4G2B1H2
EGPStockholm,2008.05.24,2,SzyszkoLukasz,LazardEmmanuel,27-37,E6F4C3C4D3D6E3C2B3C5B4F2D2F5D1B5F3E2G4G6E1F1A6E7G1A4F6A3B6C6H6H4H3H5G5G3G2H1H2B1A5C1A2F7G7G8H8H7D8E8C7D7C8B8F8B7A8A7
EGPStockholm,2008.05.24,3,LazardEmmanuel,EngTintin,42-22,F5D6C5F4E3C6D3G5F6F3G6C3F2C4G4H4H5H6G3H3D2E6E7F1C2F7B3E2F8D8B5B4E1A4E8C1D1A3C8D7G2G1H1H2B6A7B1B2A1A2A5G8H8A6A8C7B7B8
EGPStockholm,2008.05.24,4,AnderssonGoran,LazardEmmanuel,20-44,E6F4E3D6C5F3C4F6F5G4D7D3E7C3G6B4G5B6B5C6H3C7A6H6A3E8H4F7C8A5G3H7D2C2G8F2E1D1C1B3E2A7A2F8D8G7H5H2G2H1G1F1A4A1B7A8H8B8
EGPStockholm,2008.05.24,5,LazardEmmanuel,LeaderImre,17-47,F5D6C3D3C4F4C5B4B3C2D7C6E6B5A5B6A6G6G5H6A4A3G3A7F3C7E2E8C8E7C1F6F7F8H4G8B7A8E3H5G4G7H8D8B8H7B2F2E1A2G2H1G1F1D1D2A1B1
EGPStockholm,2008.05.24,6,PihlajapuroLari,LazardEmmanuel,29-35,F5D6C3D3C4F4F6F3G4G5E3E2F2H3H5D2H4G3D1B5H2F7C1C2B3F1G6A3E8H7E6E7D8G7C7F8D7E1G1H6H8G8B4C6A6C5A5B6A7B2G2H1A2B7A4A1A8B1
EGPStockholm,2008.05.25,7,KraczykRoman,AspenrydHenry,28-36,F5D6C4D3C3F4C5B3C2B4E3E6C6F6A5B6B5A3C7A7D7E7G3D2F8F2G5E8D8C8B8F3F1F7A4A6B2D1E1E2B1H5C1G4H4G6G8H3H7G2H1G1H2H6B7H8G7A8
EGPStockholm,2008.05.24,7,LazardEmmanuel,PihlajapuroKatie,42-22,F5D6C3D3C4F4C5B4B3C6C2D2E3F3G4F2E6C1A4A3A2G6G3E2A5G5F6H3H4D7H6F7F1D1E1G1B5B6H5G2F8H7D8C7E7E8H1H2H8A6A7B2C8B8A8B7G8G7
EGPStockholm,2008.05.25,8,AspenrydHenry,TurunenDaniel,32-32,D3C3C4E3D2C5B4E2F3D1F4B5C2F2C1A4E1F1E6F6B3B1A6B6F5A3B2G3G6C6H3G4H4G5C7D7H5C8F7D6A5E7E8D8B8F8B7A1G8A8A7H8G7H7H6H2G1G2
EGPStockholm,2008.05.25,8,NowakDominik,LazardEmmanuel,34-30,E6F4D3C4C3D6E3C2B3C5B4F2F3D2E2G3D1C6G5E1G4A4F5F1D7H4A5A6B6D8C8B8C7C1B2A7H5H6G6E7H3H2F6H7F7B7A8E8B5A1G7H8A3G2F8G8H1G1
EGPStockholm,2008.05.25,9,LazardEmmanuel,KashiwabaraTakuji,29-35,F5D6C5F4E3C6D3F6E6D7G4C4G5C3F7D2E7F2E2F3C8G3F1H4C1F8D8H5C7G2B4A4B5E8G8G6B6A7H6G7H8H7H1G1H3B3E1D1A5A6A3A2C2B2B7H2A1A8
EGPStockholm,2008.05.25,9,LonnqvistChrister,AspenrydHenry,14-50,E6F4E3D6C4C5G4D3C2C3D7F2F3C1F1F5D2C6G6D1B4E2F6B3E1B5B1E8C8E7A3F7D8F8G8C7B8G5H6H5A5H3G3H7A6A4B6B2G7H8A2A1A7B7A8H4G2G1
EGPStockholm,2008.05.25,10,AspenrydHenry,vandenBiggelaarNicky,46-18,D3C3C4E3D2C5B4E2F3D1F4F5B6A4C6C2D6G3F2E1G6G5H5G4H4F6E6H6H7B5F1G1H3A7B3C7D7E8A3A2A6A5B2F7E7B7A8C1B8C8F8G8D8G7A1G2B1H8
EGPStockholm,2008.05.25,10,HubbardGeoff,LazardEmmanuel,21-43,C4E3F6E6F5C5C3C6D3D2E2B3C1C2B4A3A5B5A6A4A2F4G5G6D6F3F7C7G3D1E1B6E7G4H3H4B1D7A7D8F8E8B7G2H1H2H5F2C8A8B8G8H6G7H7H8G1F1
EGPStockholm,2008.05.25,11,LazardEmmanuel,AspenrydHenry,35-29,F5D6C3D3C4F4C5B3C2B4C6E3D2F6E6B5G4E2B6G5H5F7F3G6E7H6H4H3G3C7A4D8F1E1D1D7F2A6A5H2A7G2H1A3A2G1F8E8B2G8B8C1C8G7B1A8B7A1
EGPCopenhagen,2008.05.04,F1,CupialMilosz,KashiwabaraTakuji,25-38,D3C5D6E3F4C6F5C3C4B5E2E6D2F6B3G5B4G3A6F3B6A5A4F2G4E1D1H3C7C1F1C2B1C8D7D8E7E8F7G6H4H5H7H2G2A2A3H1A1G1G8F8G7B7H6H8A7B8
EGPCopenhagen,2008.05.04,F2,KashiwabaraTakuji,CupialMilosz,42-22,F5D6C3D3C4F4C5B3C2E3D2C6B4A4B5C1A3A6E1D1B1E2G4F6E6G5D7C7F1F3F2F7E7G3G6E8D8C8F8G8G7H6H3H2H1B2A5G1A1A2A7G2B6B7H8H7B8A8
EGPCopenhagen,2008.05.04,3/4,KortendijkAlbert,KazimierczukMariusz,37-27,C4E3F6E6F5C5C3B3F4F3D3C2C6C7D6E2B5B6D7D8B4A3A4A5F2G5G4H4D2C1C8B8D1G3H6H5G6E8H3E1A7F7F1E7B7H7H8A8A6G1G2H1H2B1A1F8B2A2
EGPBerlin,2008.03.16,4,PeczkowskiPawel,BergMatthias,33-31,D3C5D6E3F4C6F5F3C4C3B5G4B6G6B3A3D2F6C2B4A4A5F2E7E6F1G5H5H3D7G3F7A6A7H7A2F8H6H4E8C8E2D8G7H8G8B7C7A8B8A1C1B1B2D1H2H1E1
TournoideNoel,2009.12.12,1,BismuthFrederic,BenoitSerge,41-23,f5d6c3d3c4f3f4b5b4g5e3g3g4h3a6e2d2d1c5b3c2a4a5c6a3f2c1b1b6b2e1f1c7e6f7e7f8d7e8b8d8b7h5c8a1a2h4f6g7h6g6h7a8a7g1g2h1h2
TournoideNoel,2009.12.12,2,ButinPierre,NicoletStephane,47-17,f5f6e6f4e3c5c4d3f3e2g4g5f2h4c2c3d2g3h6c6e7d7g6c1h5h3c7f7e8f8g8h7g2c8d6d8b8b7a8b6a5a6a7b4a3a4b5b3a2d1b2e1g1a1b1f1h1h2
TournoideNoel,2009.12.12,3,BismuthFrederic,ButinPierre,18-46,f5d6c3d3c4f4f3e3c6c5d2e2e6b3c2b4f6e1c1f2d1b1b5b6a5c7f1g1a2a6a7d7c8e8e7a4a3g6g5h6f7g4b8g8d8g7g3a8b7a1f8b2h3h2h5h4h8h7
TournoideNoel,2009.12.12,4,DelaunayArnaud,ButinPierre,41-22,c4e3f6e6f5c5d3g6d7f4f3d6e7c3c6f7g5d8e8c8b8f8g8c7g4h5h4h3h7d2g3g2b5h2f2f1b4e2b6a4a3a2b3c2c1b2d1a7a5a6e1b1a1h6h1g1a8b7
TournoideNoel,2009.12.12,5,NicoletStephane,BismuthFrederic,39-25,f5f6e6f4g5e7f7g6h5c5g4f8e3h6h7f3d3d6e2h3c4b3g3g2c7f2c3d7d2h4b4a4a3a2b5a5b6h8c6a6e8d8h1b2c2e1g1c1f1d1b1h2a1a7b7a8b8c8
Worldchampionship,2009.11.07,F1,BergMatthias,TakanashiYusuke,23-41,d3c5f6f5e6e3c3f3c4b4b5c2d2d6c7c6d7b6a3a4b3c1a5f7f4e7g5d8c8g6g4b8e1d1b1h4g3e2f1f2g1b7e8f8g7a6h7g2h3h5h6h1h2h8a8g8a7a1
Worldchampionship,2009.11.07,F2,TakanashiYusuke,BergMatthias,42-22,c4e3f6e6f5c5f4g6f7g5d6d7e7c6g4h3e2b3h4h5c8e8b5b4d3f8h6b6c7h7d8f3a3a4c3e1f2g3a7c2d2b2a5b8a1a2d1b1b7c1g2h2g1f1h1a6a8h8
Worldchampionship,2009.11.07,3/4,TakizawaMasaki,SuekuniMakoto,31-33,c4e3f5b4f3f4e2e6g4f6d6g5d7e7c6h3c5d3b3c3c2c8d2g3h4h5f7c7f8e8g6b6a4b5d8g8a5h6a6f2g1b7g7d1f1c1g2a7a8b8e1h1h2b2a1b1h8h7
Worldchampionship,2009.11.07,SF1,BergMatthias,SuekuniMakoto,39-25,e6f4c3d6f6c4d3e7f5g6g4e3c7e2c5d7c2g3c6h4h3d2h5b6d1b5g5f2e8b3d8c8h6f3b8b1a6e1c1b2a5b4a2f7a1f8g8b7g7a3a4h8a8a7h7h2f1g1
Worldchampionship,2009.11.07,SF1,TakizawaMasaki,TakanashiYusuke,25-39,c4e3f6e6f5c5f4g6f7d6e7f3g5h6b6b5c6f8g4h5h3e8d7c7b8c3d3b3c8b4a5e2a3h4h7d8g8a4e1f2a6d2g2h1c2d1g1b2f1h2b7h8g3a8a7g7b1a1
Worldchampionship,2009.11.07,SF2,SuekuniMakoto,BergMatthias,50-14,c4e3f5e6f6c5c3b4f3d6e2e1d7e7d8f8f7g3b3c6a4g5g4f4g6h6b5e8h5c8d3b6f2h3h4d2c1d1f1c2a7a3a2b2g7h2h1h7h8g8c7a6b8a8b7g1g2b1
Worldchampionship,2009.11.07,SF2,TakanashiYusuke,TakizawaMasaki,43-21,c4c3d3e3c2d6e2d2f3f4e6f2d1b3b4f5g6e7g5g3c5f6e1c1b1c6a3b6g4h4h3h2f7a4h5h6a5f1g1b2b5f8e8d8d7c7a6b7a7g2g8h8h7g7h1a8b8c8
Worldchampionship,2009.11.07,SF3,SuekuniMakoto,BergMatthias,31-33,c4e3f6e6f5c5c3b4f3d6e2g5f4g4e7d3c7g3d2b3b6b5h3g6f2d7c2f8h5h4c8h6h7g2a3g1a4d8c6d1e8b8c1b1h1h2e1f1a1h8f7g8g7b7b2a2a7a8
Worldchampionship,2009.11.07,F-women,StenbergVeronica,UrashimaMei,7-57,c4c3d3e3d2b4b3c5f3c2a5d1f4b5f6f5e6d6e2a3e1a4a2f1f2e7d7c1a6c6d8f8g4c7e8c8b6g1b7a8a7b8b1a1g2h1g3h2g5b2h3h4h6h5f7g8g7h7
Worldchampionship,2009.11.06,PlayOff,BergMatthias,BarreSebastien,45-18,e6f6f5d6e7f7c7c6d7f8e8c8g8f3c5b6e3g4b4f4d3e2e1b5c4d8b8a3g3c3a4a5c2f2h5h4h3g5f1b2g6h6h7b3b7c1a6g1g2d1d2g7h2a7a8b1a1a2
Worldchampionship,2009.11.05,1,PeczkowskiPawel,CupialMilosz,31-33,f5d6c3d3c4f4c5b3c2e3d2c6b4a4b5b6d7e7a3e2c7c1d1e1g4c8f1g1f2f6e6f7e8f8a5g3f3d8a6h4g5g6h6b1b2g2h1h5g8h8h7g7a1a2b7b8a7a8
Worldchampionship,2009.11.05,1,FangRandy,DiMatteiAlessandr,41-23,e6f6f5f4g5e7f7h5e3d3g3g4f3g6c4f2h3f8c3d7e2d6f1e1c7c6h6h7c5b6d1c8d2b3a3b2b4c1b5c2a1g1a7a6a5a4a2h2g7b1h1h8g2h4b7a8d8e8
Worldchampionship,2009.11.05,1,TakizawaMasaki,SyachinAlexander,47-16,f5f4e3f2e2f6d3c4e6c5d6c3g3g4f3h4f1c2g5e7d2c6b3e1d1g2b4a4h5h6g6a3h1g1h2h3f7b1h7g8b2c1d8f8a1a2a5b5a6b6a7b7b8a8c8e8c7g7
Worldchampionship,2009.11.05,1,HelmesSido,TakanashiYusuke,29-35,c4e3f6e6f5c5c3c6d3d2f3b3b4c2b6a4b5a6d6e7a3a5a7f4f2f7g4e2g5g6d7c7h6g3f1h3h5e1d1b1g1b2a1c1a2h1h4h2g2g7c8h7g8e8h8f8d8b8
Worldchampionship,2009.11.05,1,SuekuniMakoto,TastetMarc,35-29,c4e3f6e6f5c5f4g6f7d6e7f3c7d3g5h6c2c6d7c8g4h5h3f8b5a5a6a7b6d2f2c3d1h4g3a4e8d8h7e2b3f1b4e1b7a8g7h8c1g2g1h2b8a3g8b1h1a2
Worldchampionship,2009.11.05,2,AubroeckPatrick,BarreSebastien,26-38,f5f6e6f4e3c5g5d6g6h5e7d7f7f3d3h6c8e8g8c6c7e2g3c4c2f2e1d2g4h4h3f8d8h2b4b3c3b5b6c1a6a5a2a3a4g1d1f1g7b7b2a7a8b8g2h1h8h7
Worldchampionship,2009.11.05,2,TakanashiYusuke,HandelMichael,43-21,f5d6c3d3c4f4f6f3e6e7d7g6g5f7e2c8e3h5g3c6c7c5e8d8b8b3b4c2g4d2f2a3d1c1h6h4h3g7b1f1b5a5g2b6b7h2h1g1e1a8f8h8g8h7a7a6a2b2
Worldchampionship,2009.11.05,2,vandenBiggelaarNicky,PeperkampMarcel,36-27,c4c3d3c5b4d2c2f4c6b5d6b3a6e6f3c1a4f5f7e7f8d7e8a3e3f6e2g3d1e1b6c8c7d8b8a5a2b7h2h3h4g4b2a1b1a7g5g6h7h6h5g8h8g7g2f2f1g1
Worldchampionship,2009.11.05,2,MarconiFrancesco,HongthongAnon,13-51,c4c3d3c5b3f3b4e3f4c2b5d2e2g3g5f5d6c6c1a6d1a4e6f2a3a5g1a2b6h6h3e7g6d7c7f7h5f6g4c8e8d8f8g8b7e1f1h4h7b2b1a1g7h8h2g2h1a8
Worldchampionship,2009.11.05,2,BorassiMichele,FangRandy,37-27,d3c3c4c5b3f4b5b4a5a6c6a4a3a2e3d6f5c2f6b6d7d2f2e2f3g3e1g4h5h4g5d1c1h6h3e6h7c8b1g1b7c7f7e7e8g6d8f8f1a1a7h2h1g2b2a8b8g7
Worldchampionship,2009.11.05,3,TakizawaMasaki,BorassiMichele,38-26,c4e3f6e6f5c5c3g5c6d3d6c7e7b4b3b5a5a4a3b6c8f8e8f7f4f3g6d7h4c2d8b8a6h6c1b2d2b1e2g8a1h5g3d1g4a2e1g7b7f1f2h2h8h7h3g2g1a8
Worldchampionship,2009.11.05,3,PihlajapuroKatie,HandDavid,34-30,e6f4d3c4e3d6c5c6b3f3f5b4d7f7e7e8g5f8c7c3d8c8b6a3a4g4g6f6g3a6b7a5b5a8g7h8d2e2c2e1f1f2d1a7b8c1b1b2g1h5h6h7g8h4h3h2a1a2
Worldchampionship,2009.11.05,3,UrashimaMei,CupialMilosz,18-46,c4e3f5e6f6c5c3b4d6c6b6c7b5d7d3f7e7f8a5g6c8d8e8b8g5h4h6g4f4h5h3g3d2f3e2e1h7c1f1f2g1h1d1g2g8h8h2g7b7a7a6a4a3a8b3a2b2b1
Worldchampionship,2009.11.05,3,HongthongAnon,SuekuniMakoto,30-34,c4e3f4c5d6f3e6b4c3c6b3f6b6d3b5a5a6a7d7a4f7f5g5h5e2d2c7a3b2e7g6c2f8d1g3g4h3h4h6b7e1f1a8a1f2g1a2g2h1h2c1e8d8g8g7b1h8c8
Worldchampionship,2009.11.05,3,NuprasertSiwasan,TakanashiYusuke,30-34,d3c5d6e3f4c6f5c3c4b5e2e6d2f6b3g5b4g3a6f3b6c2f7e7c7c8d7d8g6g8h4h5h3d1e1f1g4c1f2g7h8g1f8e8h7h6b1a1g2b7a7b2b8a8a2a3a4a5
Worldchampionship,2009.11.05,4,DoudaTomáš,NuprasertSiwasan,54-10,e6f6f5f4e3c5c4d3c3d2e2d7g3d6b6b4c6b3b5c7g5a4a5f1c1e1d1b1c2a6f2g6f3g1e7h3g4f8h6g2a2a3a7b2a1h4f7g7c8b8h8h7h1e8a8h2h5b7
Worldchampionship,2009.11.05,4,BorassiMichele,FuJacky,20-44,d3c5d6e3f4c6f5c3c4b5e2f2c2f1b4b6e6a3c7d7c8f7e7b3a6c1a5f3a4f8e8g4g6g5d2f6h5d8g8a7h4b7g3b2b1e1d1g2g1h7g7h1h2a1a8b8a2h8
Worldchampionship,2009.11.05,4,TakanashiYusuke,BarreSebastien,41-23,f5f6e6d6f7f4c5c4d7c6c7e7b6c8e8a6b5d8b3c3b4a3c2d3e3f3g3g4e2g6d2f1e1f2h6h3a5a4b8g8g5c1b7g7g1a8f8h8a7d1b1b2g2h1h7h5h2a1
Worldchampionship,2009.11.05,4,SokankateDuangkamo,TakizawaMasaki,32-32,d3c3c4e3c2d6e2d2e1f1f3d1c1b1c5f4e6b3f6b4f5c6c7c8b6a5a6d7a4a3b5a7e8g3g4h4g2g5h5h6g6f2b2h7h3h2e7d8f7f8b7a8b8h1g1a1a2g7
Worldchampionship,2009.11.05,4,vandenBiggelaarNicky,PihlajapuroKatie,27-37,f5d6c3d3c4f4f6g5e3f3g6e2h5c5g4g3f2d2h2b5d1f1c1c2b1h4h3h7f7g7e7g1e6e8b4a5b3a2a4a3b2f8d7d8c6c7b8b6h8h6g8h1c8a1e1g2a7b7
