event,date,round,black,white,result,moves
Worldchampionship,2009.11.05,4,SuekuniMakoto,CupialMilosz,27-37,c4e3f6e6f5c5f4g6f7d6e7f3c7d3g5c6d7c8c2h6g4d8f8g3e2f2b6e1b4d2h4e8c3g8f1b5a5b3b7a3c1g1a4g7a2h5g2d1h1b2b8a8h7h8a1h3h2a7
Worldchampionship,2009.11.05,5,HongthongAnon,HandDavid,37-27,f5d6c4d3c3f4f6g5e6c5f3b5c7e3g4g6h5d7e2b3h6f1d1f2d2g3c8e7d8f8e8b8c6f7h2c2g2b6g7h8c1e1b4a3a7b1g8h4h3b7a4h7a8a5a6h1a2b2
Worldchampionship,2009.11.05,5,CupialMilosz,PihlajapuroKatie,24-40,d3c5d6e3f4c6f5c3c4b5e2f2c2f1d2e1d1c1b4b6f3b3c7e7e6g3f8c8a4a3a2g4g5h6h4g6a5h5h7d7f6g7a6d8g8h8f7e8g2g1b2h3h1h2b8a8b1a1
Worldchampionship,2009.11.05,5,FuJacky,TakanashiYusuke,18-46,c4e3f5e6d3c5d6c6f3c3b4b3d2c2f6f4b5a5a4a3e7b6g4e1d7e2b2f2c7g3h2c8c1d1b1d8a6f8e8a7b7h5g5a8b8h3h4h1g2g1f1a1a2h6g6h7g7g8
Worldchampionship,2009.11.05,5,UrashimaMei,SokankateDuangkamo,26-38,f5f6e6f4c3d6f3c4c5b4a5a3c6b5a6b6g4b3d3a4g5a7e3h5e7d8h6h7g6c2d7f7e8f8c7h4g3d2d1b8h3h2e2c8b1g2b2f2g7h8b7a8g8a1f1g1h1e1
Worldchampionship,2009.11.05,5,TakizawaMasaki,DoudaTomáš,55-9,c4e3f6e6f5c5c3g5c6d3d6b4b3b5a5a4a3b6a6c2c1f7f4f3e7e8d2d7f2e2f1b2g3h3g4d1e1a2h4h5c7a7d8c8h6h7b7g2h1h2g1b8g6g7h8f8g8a8
Worldchampionship,2009.11.05,6,PihlajapuroKatie,TakanashiYusuke,23-41,d3c5e6f5d6e3f4f3g6c6c4g5e2c7d7f6e7h6b4b5a6f8b6d8h5h4c8e1e8b8g7f7g3g4h3f2h7b7h2c2d2c1f1h8g8h1d1c3a8a4a5b3a3a7b2g1g2b1
Worldchampionship,2009.11.05,6,SokankateDuangkamo,CupialMilosz,17-47,e6f4c3c4d3d6f5c2b5c5c6e3d2f7b6f3e2a5a4a3b3e7b4d7a6a7g5g4g6f6c1h4c7d8h6g3f8f2h3h5e8c8b8a2b2a1f1b1d1e1g1h1g8h2b7g2g7a8
Worldchampionship,2009.11.05,6,FeldborgKarsten,TakizawaMasaki,30-34,f5d6c3d3c4f4f6b4f3e6e3f2d2g5g6g4h4h5h6g3h3c1a4c5e2b3d1e1a3c2f1f7f8g1d7d8c7b6c8b8c6e7b5a5b2b7a8h7h8e8g8g7b1g2h2a1a2a7
Worldchampionship,2009.11.05,7,NowakDominik,DiMatteiAlessandr,33-31,f5f6e6f4c3d7f3d6g5e3g4c4d3g3h3f2e2c5f7c2d2g6e7h4h5f1d1c1c8e8c6e1f8d8c7h7h6h2b5b4b2b3b6a4a5g2a2a3h1g1h8a1b7a8b8g7g8a6
Worldchampionship,2009.11.05,7,CupialMilosz,vandenBiggelaarNicky,38-26,e6f4e3d6c5f3c4e7f5f6c7e2f8b3b4d7g4c3g5g6d3e8c8d8c6f7b5h4c2d2g3a6a5a4c1e1h5h6d1f2f1g2b6a7h1h3a2b7a8a3b8a1b2g8h8b1h2g1
Worldchampionship,2009.11.05,7,SokankateDuangkamo,SuekuniMakoto,12-52,c4e3f6e6f5c5d3g6d7f4g5e7f3h4c6g3g4h3d6c8f8d8f7c7h5h6e8g8g7f2f1e2g2d2c3b4e1d1b6c2b5b3a3h1h2g1b2b7b8a8a7c1b1a1a2a4a5a6
Worldchampionship,2009.11.05,7,TakanashiYusuke,TakizawaMasaki,27-37,c4c3d3e3c2d6e2d2f3f4e6f2d1b3f1e1g4b4c1g3b5b2g5c5b6f5c6f7e7f6g6h4f8a6a1b1a5a4a3a2a7e8d8h5h6h7h2g8h8h3g7h1g2d7c8g1c7b8
Worldchampionship,2009.11.05,7,DeWaelJeroen,NuprasertSiwasan,30-34,c4c3d3c5f6e2c6e3b4b5b3d6c7a4e6f4d2f5c2e7a6a5d7b6a3d1d8f8g5e8c8b8f7g4g6f3h3c1f1e1b1g8f2g2g3h6h7h8g7g1h1h2h4a2a7a8b2a1
Worldchampionship,2009.11.05,7,HongthongAnon,PihlajapuroKatie,32-32,f5d6c4d3c3f4f6f3e6e7c6c7d7c5e3e2g4h3d2f7g3f2f1h4g5b4g6h6h5d8g1c2g2d1f8e1g7h8h7h1c1b1b5a4b6g8e8c8a5b3b7a7a3a6b2a1a2h2
Worldchampionship,2009.11.06,8,NicoletStephane,FeldborgKarsten,23-41,f5d6c5f4e3c6d3f6e6d7g4c4g5c3b4e2f3c2b5g6e7h4g3f2h3d2h5b6h6c7d8a6a4f8c8f7a5a3e1g1b1a7f1d1e8c1h1g8b7g2b3h2h8a2b2a1g7b8
Worldchampionship,2009.11.06,8,NuprasertSiwasan,vandenBiggelaarNicky,28-36,e6f4e3d6c5f3c4e7f5f6c7e2f8b3b4d7g4d3d2f2c3g5e1a4b5c6a6e8a5b6d8a7h6f1g1h5g6f7h3h4c2c8b8b1c1g2g3h1h2d1g7g8h8h7a2b2a1a3
Worldchampionship,2009.11.06,9,SuekuniMakoto,TakanashiYusuke,33-31,c4e3f6e6f5c5c3c6d3d2f3b3c1c2e7e1d6e2b5d7b4a4c8a5f1g1b6f2a6g4h3h5b1f4g5d8h4g3h6f8b2a3h2c7d1a1b7g7g6h7h8a8f7g2e8g8h1b8
Worldchampionship,2009.11.06,9,DeWaelJeroen,PeczkowskiPawel,17-47,c4e3f4c5d6f3e2d3c3e6f2b4d2f1d1c6a5a3f6c2d7d8b5a4a2b6f7e7f5g8b7c7e8f8c8b3c1a8b8e1g1a7a6a1b2b1h8g7h7h1g6g2g3h3h2h4h5g4
Worldchampionship,2009.11.06,9,FeldborgKarsten,PihlajapuroKatie,43-21,f5d6c3d3c4f4f6f3e6e7d7g6f8c5c6f7d2d8g5b6g4h4e2f2g3b5e3h3f1c1e8g8b7b3h5a8h2e1c8b8c7h6h7g1d1c2h1g2b2a1b1g7a3a2b4a4a5a6
Worldchampionship,2009.11.06,9,vandenBiggelaarNicky,SchmidtSebastian,29-35,c4c3d3c5b3f3b5b4d6c6b6e7a4c7c8a6e6d8f6b8e3f2d7a5e8f8a7e2d2c1d1f5b1f4g6g4e1f7g5f1g1c2g3h5h3a3a2b7h6h7a8g7g8h8g2b2h4h1
Worldchampionship,2009.11.06,10,TakanashiYusuke,BergMatthias,26-38,c4e3f6e6f5c5c3b4d6c6b5a6d3b6b3c2a4a5a7f4a3d2d7e7f8c8e8f7g8b7g6d8g5h8g3g7f3e2f2b2a8h7g4h6h5h4e1c1h3h2a1a2g2c7b8h1g1f1
Worldchampionship,2009.11.06,10,SuekuniMakoto,FeldborgKarsten,37-27,c4e3f6e6f5c5f4g6f7d3f3g5g4e7c2f2c6f8g3h3f1d2d6c3d1e1e2b3b5d7b4h2h4h5c7a3a5a4b6a6b7g2b2a8a7b8c8b1a1a2c1d8e8g1h1h6h7h8
Worldchampionship,2009.11.06,10,SchmidtSebastian,CupialMilosz,13-51,d3c5d6e3f4c6c4c3e2f2c2f1b5b6b3c1b4a3d7a6d2f3e1d1g3g4g2f6a4e7a2d8h5f5e6g5f8e8f7c7c8g6g1h1h4h2h6h3b2a5a7b7b8b1a1g7h7h8
Worldchampionship,2009.11.06,10,OdegardMartin,OkamotoKazuki,17-47,c4e3f5e6f4c5d6c6d7f3d3c3e2f2d2d1e1f1c2c1b6f7b5g6b4g5f6e7f8b3h6h5g3g4h4c8d8e8h7g8b2c7b7h2b1a4a6a1g7a5a3a8g2a2a7b8g1h8
Worldchampionship,2009.11.06,10,TakizawaMasaki,HelmesSido,54-10,c4c3d3e3d2b4f4c2c5e6b3d1b5e2f3f2c1c6b6a5f5g5f6e7d6e1d7g3a3g4g6c8f8e8f7h5a4a7f1g7h4h3d8a2a6g8a1b1b2b7h8h6a8c7b8g1h7h2
Worldchampionship,2009.11.06,11,vandenBiggelaarNicky,TakanashiYusuke,32-32,f5d6c3d3c4f4e6f6e3c5g5h4c6g3d7c8e8c7e7b5b4f3g6d8f7g4h5f8g7b6a5e2a6d2f2b3a2e1c2c1b2a1b1h8b7a4a3b8h3a7d1f1g8h7a8h2h6g2
Worldchampionship,2009.11.06,11,BergMatthias,SuekuniMakoto,27-37,e6f4c3c4d3d6f6e7f5e3c6c7c5d2f2e2d7b3d8b4g3g5h5e8c8g4f7b8a3a5d1c2h3g2a2b6b5a6f3b7a4a1c1b1b2e1h1f8g6h2a8a7g8h4g7h8h7h6
Worldchampionship,2009.11.06,12,TakizawaMasaki,SchmidtSebastian,56-8,c4c3d3c5d6f4f5e6f6c7d7e3f3g4g3c6g5h4e2d2b6d8b4b3h3h6f2a4b5f1h5h2c1e1d1b1c2e7g7f7g8a7a6a5g2h7h8g6f8e8a2b2a1a3g1h1b7c8
Worldchampionship,2009.11.06,12,BorassiMichele,TakanashiYusuke,27-37,e6f4e3d6c5f3c4f6f5g4g5c3d3g3h4h3g6h6c7b4d7f7f8h5e7c6f2c2d2f1a4b3a3d1e1e2b6a6b5b7a5a2a7a8b8c8e8d8g2h2c1b1h1g1a1b2g7g8
Worldchampionship,2009.11.06,12,OkamotoKazuki,SuekuniMakoto,35-29,f5d6c3d3c4f4c5b3c2b4e3e6c6g4f6b6g6g5f3f2e2d7f7c7h3e7h6f8a3d2a4a5b5c1a6g7d1e1g1b1h8b7a8h4d8f1a1h5e8b8c8a7g8h7g3a2b2g2
Worldchampionship,2009.11.06,12,OdegardMartin,vandenBiggelaarNicky,26-38,f5d6c4d3c5f4e3f3e2c6e6f6d7c7e7e8d8c8f7f8g3b5b4d2g4b6a5c3g5g6c2a3h7a6a4b3b2f2e1h3h4h6h5h8a7a8b8b7g8g1f1h2h1g2g7a1b1c1
Worldchampionship,2009.11.06,13,SuekuniMakoto,vandenBiggelaarNicky,28-36,c4e3f6e6f5c5c3b4d3f4c6g4d6b5a5a4a3b6b3d2g5c2h3c7e7d7a6g6h6g7g3f3e8d8c8f7h8h7e2h4h5f2g1f1e1c1g2h1h2d1b2b1g8f8a1a2a7b7
Worldchampionship,2009.11.06,13,BarreSebastien,TakizawaMasaki,44-20,c4e3f6e6f5c5f4g6f7d6e7f3g5h5g4g3b5d7h6d3c6c7c3b6b4f8d8c8e8a5c2e2f2b7d1c1d2a4g7h7h3e1h4h2a8b8h8g8h1f1g1g2a7a6a3b3a2b2
Worldchampionship,2009.11.06,13,TakanashiYusuke,UrashimaMei,38-26,f5f6e6d6f7e3d7e7c5c6c7b4e8b6a6c8c4c3b5d8b8a4e2f2a5a7d3f3f4b3d2g5g4g6h6h3h4g8h5f1e1g3c2h7a2c1d1g7a3a1b7b1b2a8f8h8h2g2
Championnatd'Espagne,2009.10.10,Final,MartinJavier,SaizRuben,15-49,f5d6c4d3c3f4c5b3c2e3d2c6b4b5d7e2b6f6g4h3f3d1g5h4f1e6c1b1a3a4a5b2e7e1h5g6h2f7h6e8d8c8g7f8c7b8a1a2b7a8a7a6h8g8h7g2g3h1
Championnatd'Espagne,2009.10.10,4,MorenoBorja,MartinJavier,20-44,c4e3f6e6f5c5f4g5g6f3d7d3h5c3e2d6g3d2g4e7b4b5a5c6c7a6a7a3d1f1b6h6e1c1f2d8f8e8c8f7h4g7c2b2b3h3h2a4h8h1a1a8h7b7b8a2g2g8
DeutscheMeisterschaft,2009.10.11,F1,SchmidtSebastian,BergMatthias,25-39,d3c3c4c5b4b3b5a3d6f4f5a6g4d2d1e3e2f3a4a5c2f1e1f2g1c6c7e6d7f7g3g6f6b1h6d8f8e7c8e8b6g7h7h3h4a7g2g5h5h8g8b7a8b8a2h1h2c1
DeutscheMeisterschaft,2009.10.11,F2,BergMatthias,SchmidtSebastian,26-38,e6f6f5d6f7f4c5c4d7b5c7g5g4g6h6h4h3h2g3c8d8e8e7b6a5a6f3d3a7e2e3f2c2c3b4c1e1f1d2b3a2d1b2c6b1a1b7h5h1f8h7a4a3a8b8g7g1g2
DeutscheMeisterschaft,2009.10.11,F3,SchmidtSebastian,BergMatthias,29-35,d3c3c4c5d6f4f5d2b5c6b6e6e3f6g3f3e7f7g6e8g5g4f2d7f8e2c8h3h4g8e1d1c1h6h2f1g1a5b3b2c2a6a4c7b8a2b7b4a7a8d8a3b1h5h7a1h8g7
DeutscheMeisterschaft,2009.10.11,3/4-1,YeLiya,HöhneAndreas,16-48,d3c3c4c5f6f5e6e3f4f3d2e2c2d1b4b5b3d6c7g4a6c1h4d7f2e7b6c6e8d8c8f7g6g8f1e1b1a4a5a7b7a8b8f8g7h8g5h7h6h5h3g3g2h1h2g1a2b2
DeutscheMeisterschaft,2009.10.11,3/4-2,HöhneAndreas,YeLiya,0-0,d3c5f6f5e6f3e3d2f4g4g5e7f2e2g3f1d7g6d6c8c4f7h6c3c6b5e8g8c7g7b6a6b4b8h8h7h5a3c2h2a5c1a7a4a2b7f8d8a8h4
DeutscheMeisterschaft,2009.10.10,1,YeLiya,BergMatthias,9-55,d3c5f6e3d6c3d2e6f5c4c6f4e2f3d7e7g4f2g5g3h3c1c7d8e1b5b3c2c8f7g8b4a6a5a4b6a7h6h4g1b7b8f1d1b2a8e8g2h2f8g6h8g7b1a2h7a3a1
DeutscheMeisterschaft,2009.10.10,2,BergMatthias,MeibomArne,42-22,e6f4d3c4e3d6b5f6c6c5f5e2e7d7g5g4c3d2f7h5e8a5a6c8a4b6b4c7d8a3a2b3b8g6c2g8d1e1f1f2g2b1c1g1f3b7a7h1g3h2a8b2f8g7h8h7h6a1
DeutscheMeisterschaft,2009.10.10,3,SchmidtSebastian,HöhneAndreas,35-29,e6f6f5f4e3c5c4d7g4g3g6h3b5h6e7d3f3c3g5f2c8e2d2c1c2b3e1b4a4a3d1f1a5b1a2f7h4e8d6d8c7h5h2g2h7g7h8b7a6c6h1b6f8g1a1b2a7g8
DeutscheMeisterschaft,2009.10.10,4,BergMatthias,SchmidtSebastian,50-14,d3c3c4c5b3f3c6d2e3c2e2b4d6b5f5f4a6e7c1a3a4e1g3b6f1g1f6e6f7f2e8h4c7g5g6h6d7a5a2b8c8b7d1d8h1g4f8g8g2b2h2h3h5b1h7a1a8a7
DeutscheMeisterschaft,2009.10.10,5,ModellatoreTonya,BergMatthias,16-48,c4e3f5e6f6c5c3b4d3e2d6f4b5d2a3a5b3c6b6a6a4a2g3d7c8e8e7f8c7a7e1f7d1f2f3f1b2g6h6g5h5a1d8b8g1g7g8h8h7g4h4h3g2h1h2c1b7a8
DeutscheMeisterschaft,2009.10.10,6,HöhneAndreas,BergMatthias,9-55,e6f4c3c4d3d6e3c2b3f5f3d2e2f6e1d1c6g3e7c5b5f1d7b4a3f2c1a6g4g6g5h4a5c7g1h5g2a4h3a2b8h1h2b1b2a1h7b6a7a8h6b7h8g7f7c8d8g8
DeutscheMeisterschaft,2009.10.10,7,SchmidtSebastian,YeLiya,42-22,e6f4e3d6c5d3f5f6c4c3d2b4f3e2f2c1b6b5a6c2b3a5a4g3h4f1c6c7d7h3f7a3a2b7g6h5g5e7g4h6a8a7b2f8b8a1e8c8d8g8g7h8h7g2h1h2g1b1
DeutscheMeisterschaft,2009.10.11,8,SchmidtSebastian,ModellatoreTonya,51-13,e6f4e3d6c4d3c3f3f5e2g4g3f2h5f1d1e1g1f6c5d2e7h3b3a3g6b4g2b6b5c6a4h1h2c2c1b1d7g5h4b2a1a2a6h6h7g7g8h8e8f8f7d8c7c8a5b8a8
DeutscheMeisterschaft,2009.10.11,9,HöhneAndreas,BeyerGünther,0-0,d3c5f6e3c3f5f3e2f4g5
DeutscheMeisterschaft,2009.10.11,10,SchmidtSebastian,RößlerDaniel,23-41,e6f4d3c4e3d6c5c6b3f3g3b4g5c2c3d2d1c1b1f2f5e2f1f6e1g6d7a3e7h5h4g4h6h3h2g2b2c7b8d8a4a5b5b6a7f8b7a6e8a8c8f7g7h7h8g8g1a2
DeutscheMeisterschaft,2009.10.11,11,MeibomArne,SchmidtSebastian,12-52,e6f6f5f4e3c5c4d6b5d2f2d3g4e2c1c3f1b4g6g5d7a6b6c7c6f7e7f8c8d8e8h6g8a7h4h5h7b7a4a5a3b3c2a2a8b8a1h8g7h3b2g3f3g2h1h2g1b1
IndianChampionship,2009.10.06,F1,VyasMehul,RoyAmar,47-17,e6f4d3d6f5c4e3e2c5f3c6g6b4e7f6g5g4c3e8h5h3d7f7h4c8b3h6a5g3c7f2d8e1f8g8g7b8g1d2d1f1h2a4a3h8b5b7b6a6h7g2c2h1a8a7b1c1b2
IndianChampionship,2009.10.06,F2,RoyAmar,VyasMehul,23-41,e6f6f5d6c5e3d3g5f3b5g6f4h6h4e7d7h5g4h3g3f7c4c3e8b4a3b6f8a6a5c6c7d8c8a7a8a4f2e2d2h2b3b8b7b2c2e1d1c1b1g7h8a1g8h7h1a2g2
IndianChampionship,2009.10.06,SF1,VyasMehul,PanigrahiSomnath,40-24,e6f4d3c4f5f6g5d6g4e3f3g6f7d2e7h5c7h3h4d7c1e8f8g8c8c6c2g3c3f2b4e2d8b8c5b5f1a4e1b3b6d1a6a5b7g7h6g2h1h7h8a8a7h2g1b1a1a2
IndianChampionship,2009.10.06,SF1,ChoudharyAshok,RoyAmar,39-25,e6f4d3c4c3d6f6e7f5e3c6c5d7g6f7e2g5h6b6b5a4c2f3c7f2d2g4h4b4g8f8e8c8g3b3a3d8b8h5f1h3g7b7a8a7h2e1d1h8h7h1a6a2b2a1b1g2g1
IndianChampionship,2009.10.06,SF2,PanigrahiSomnath,VyasMehul,25-39,e6f6f5d6c5e3d3g5f3b5b6b4c6c4c3b3d7e7e8f4h5h6f7c7a4h4c8d8g6g4a5a3c2f8a2a7g8b7a8a6b8a1g7c1g3d2e2f1e1d1h3h8h7f2b2b1g2g1
IndianChampionship,2009.10.06,SF2,RoyAmar,ChoudharyAshok,33-31,d3c3c4e3f4d6e6b4c6g4b3c5b5a4c2d2d1c1b1a3f5b6b2e2g3g6f6g5a6a1f3f2h3h5a5f7h4e1d7c7c8e7e8f8d8h6h7g7a2b8b7a8a7g2h8g8f1h1
IndianChampionship,2009.10.06,SF3,ChoudharyAshok,RoyAmar,26-38,e6f4d3d6e3f6g4c4c6b6d7c3f5d8c5d2b4b5e7a5f7f2b3f3a4a2f1a3e2g3h4e1c1d1c2g6a6a7g5g8h6g7c8b8c7e8f8h8h7h3g2h1a8b2a1b1h2b7
ChampionnatdesPays-Bas,2009.10.03,4,vanDijkMarieke,HelmesJiska,0-63,d3c3c4e3f4d6e6b4c6g4g3g5f3f5f6g6e2d2h6c5h5h4h3f1b5f2d1a6a3a4c2b3a5a2b2b6e1a1b1c1a7a8b7c7d7d8b8c8e7f7g1f8e8g7g8h8h7g2
ChampionnatdesPays-Bas,2009.10.03,4,AubroeckPatrick,FransenMartin,34-30,c4e3f5e6d3c5d6c6f6f4e7f3b5c2d2c1e2d1f1f2g1c3d7a6b6c7a4d8e8f8f7a5b3b4a3a2b8g8b7g4g5h5g3h3h4h6g6g7g2h7h8c8a8a7h2h1e1b2
ChampionnatdesPays-Bas,2009.10.03,5,vanGimstAnja,HelmesJiska,50-14,f5f6e6f4e3c5c4e7g4g3c6h3g5h4h6g6d7f3e8d3h5h7c2d6e2f8g8b5f2d8c8f7b6c7b8b3a5b4a3d2a4a7c3f1e1c1g1d1b1b2g2h1h2a1h8b7a8g7
ChampionnatdesPays-Bas,2009.10.03,5,FransenMartin,HoboRoel,20-44,e6f4e3d6c5f3c4f6f5g4d7c6f7e7e8b5g3c8b4g8a5d3b6c7e2a6a7c3h5c2d2a3d8f8b7h3g6g5h6h4h2a4c1f2g7d1g1f1e1b3a2h8h7a8b8a1b2b1
ChampionnatdesPays-Bas,2009.10.03,6,HelmesJiska,PraseptyoLinda,15-49,c4e3f4c5d6f3e6d7c6b3d3c3b4g4e2d2c7f6f5e7d8a4b5c2f8f2g5h6h5h4h3h2f7a6a5b6g3b7f1b8a8a7c8e1d1c1a3g1b1a1g2h1g6g7a2b2h8h7
ChampionnatdesPays-Bas,2009.10.03,6,vandenBiggelaarNicky,AubroeckPatrick,30-34,c4e3f4c5d6f3e6c3d3e2b5b6b4a5a3a6c2c6f5c1b3g6f6g4d2g5d1a4a7b1d7d8c7e7f1e1a1a2f2a8b2b8c8b7g3h3h5g2h6f7h1g1h4h2f8e8g8h8
ChampionnatdesPays-Bas,2009.10.03,6,HoboRoel,HelmesSido,26-37,e6f6f5d6f7f3e3g6e7f4h6d7d3g4g5h5f2g3h3e2f1h7c6b5c8f8b6c3c5c4d2a6c7e8d8b8b3b4h4h2g7c2a5d1c1e1a7b2a3a2a1b1g2a4b7a8h1g1
ChampionnatdesPays-Bas,2009.10.03,6,deGraafJanC.,KortendijkAlbert,44-20,d3c5f6f5e6e3c3f3c4b4b5c2a3b3d2e2f1d6c6a6a4e7g5d7c7e1f4g6f2b2f8d8h6f7g8h4c8b8h5h7g4b7b6h3a1a2g3g1b1a7c1g2h1d1h2a5h8g7
ChampionnatdesPays-Bas,2009.10.03,7,FransenMartin,deGraafJanC.,25-39,e6f6f5d6c5e3d3f4f3c2g4c4b4c3e2d2c6f1b3g3g5b5b6c7c8f2e1c1d1h3d7a5a4a3h5e7b2a1f8a2b1e8a6a7d8h4b7g6h7h6h2g2f7a8g1h1b8g8
ChampionnatdesPays-Bas,2009.10.03,7,HoboRoel,HoetjesTim,41-23,d3c5f6f5e6e3c3e7f3c4f4g4g6g5h5e2f7h6d6f2f8h4b5c6d7b6b4a5b3c8c7b8a4a6a7d8g7a3a2h8h7b7c2d2a8e8g8c1g1g2b1a1b2h1h2e1d1f1
ChampionnatdesPays-Bas,2009.10.04,8,FransenMartin,AubroeckPatrick,28-36,d3c5d6e3f4f6c4c3f5e6d7f7g6c7c6d8f3e7f8h6e8g4h3g5c8h4g3b6b7e2f2g1a6g2h5h2f1a8b8g8h1g7d1e1h7h8d2a7b4a5b5a4b3c1a3a2c2b2
ChampionnatdesPays-Bas,2009.10.04,8,HelmesSido,KortendijkAlbert,28-36,c4e3f6e6f5c5c3c6d3d2f3b3b4c2b6f4b5d6g4a4e2a3a5f2d1a6f1g5c1g6h6h5h4e1e7f7f8g2c7h3g3g1b2d7d8c8g7h2a2e8h1h8h7g8a7a1b1a8
ChampionnatdesPays-Bas,2009.10.04,9,AubroeckPatrick,KortendijkAlbert,16-48,c4e3f5e6f6c5c3c6b5b6d6d7c7b3c8d3d2e2a6d8f3b4f4f2e1f1d1c2g1e7c1b2a5a3e8f8g8f7g6a7a1b1a2a4a8h1b7g2h2b8h8h7h6g7g4h3h5g5
ChampionnatdesPays-Bas,2009.10.04,9,HoboRoel,FransenMartin,30-34,e6f4c3c4d3d6f6c6d7e7c5c8f5c7f7e3e8g5d8b6b5g6b8g8f2b3b4a5a4a3f3e2d1g3g4f1h3h4a7h2h6h5h1e1h7g7h8f8g1g2d2a8b2a2b7b1a1a6
ChampionnatdesPays-Bas,2009.10.04,10,HoboRoel,KortendijkAlbert,25-39,e6f4c3c4d3d6f6c6d7c7f5c2b6c5b5e7f8b4a3a6a4e3b3b7e8a7a8a5b8g5h4h6c1d2g3f3h5g7g4c8d8f7g6h7g2f2f1h3d1e2e1h1h2g1b2a1b1a2
ChampionnatdesPays-Bas,2009.10.04,10,HoetjesTim,AubroeckPatrick,28-36,e6f4d3c4e3d6c5c6b3f3f5b4d7f7e7e8c8f8g4c7b8d2c1g6f6e2h6d1f2g3e1g1f1b1h3g5b7b5h5g2h1h2a1h4c2c3b2b6a6a8d8a7g7g8h8h7a5a4
ChampionnatdesPays-Bas,2009.10.04,11,AubroeckPatrick,deGraafJanC.,47-17,f5f6e6d6c7c6d7d8c5b5b6a6c4c8e7g4f7f8g6h6g5b4a4e8a5a3b3h5f4d3c3e3h4h3g3d2b7f2f3e2b8a8a7b2a1c2a2b1c1d1e1f1g1g2h1h2h7g7
